title,authors,language_code,num_pages,category
Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,en-US,288.0,medium
Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,eng,405.0,large
The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,en-US,245.0,medium
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,eng,432.0,large
Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,eng,368.0,medium
Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,en-US,68.0,short
Monkey Business,Sarah Mlynowski,eng,392.0,medium
Liar's Poker,Michael   Lewis,eng,256.0,medium
Liar's Poker: A Harry Garnish Mystery,Frank McConnell,eng,214.0,medium
Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,eng,64.0,short
Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,eng,256.0,medium
Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,eng,256.0,medium
Everyday Pasta,Giada De Laurentiis/Victoria Pearson,eng,240.0,medium
Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,eng,256.0,medium
Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,eng,304.0,medium
Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,eng,287.0,medium
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,eng,320.0,medium
Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,spa,250.0,medium
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,en-US,496.0,large
The Last Assassin (John Rain  #5),Barry Eisler,eng,338.0,medium
Life of Pi,Yann Martel,en-US,401.0,large
L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,fre,448.0,large
Shadows and Wind: A View of Modern Vietnam,Robert Templer,eng,400.0,medium
A Million Little Pieces,James Frey,eng,515.0,large
A Million Little Pieces of Feces,Python Bonkers,en-US,256.0,medium
A Million Little Lies,James Pinocchio/Pablo Fenjves,en-US,191.0,short
The Leadership Challenge,James M. Kouzes/Barry Z. Posner,en-US,458.0,large
Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,eng,193.0,short
Leadership in Organizations,Gary Yukl,en-GB,542.0,large
Leadership,Rudolph W. Giuliani,eng,397.0,medium
Men Are from Mars  Women Are from Venus,John Gray,eng,368.0,medium
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,en-US,368.0,medium
Men Are from Mars  Women Are from Venus,John Gray,eng,2.0,short
How to Succeed with Women,Ron  Louis/David Copeland,en-US,320.0,medium
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,eng,512.0,large
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,eng,468.0,large
Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,eng,317.0,medium
Juiced Official Strategy Guide,Doug Walsh,eng,112.0,short
The 48 Laws of Power,Robert Greene/Joost Elffers,eng,452.0,large
Gates of Fire,Steven Pressfield,eng,392.0,medium
Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,eng,414.0,large
The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,en-US,721.0,large
The Afghan Campaign,Steven Pressfield,eng,354.0,medium
Tides of War,Steven Pressfield,eng,448.0,large
Last of the Amazons,Steven Pressfield,eng,400.0,medium
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,eng,168.0,short
Gita on the Green,Stephen J. Rosen/Steven Pressfield,en-US,176.0,short
Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,eng,340.0,medium
Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,en-US,160.0,short
Phaedrus,Plato/Robin Waterfield,eng,128.0,short
Phaedrus,Plato/C.J. Rowe,eng,176.0,short
Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,eng,157.0,short
Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,eng,125.0,short
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,eng,272.0,medium
Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,eng,233.0,medium
Statesman,Plato/C.J. Rowe,eng,128.0,short
Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,en-GB,208.0,medium
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,eng,716.0,large
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,eng,622.0,large
The History (Great Minds),Herodotus/Henry Francis Cary,en-US,613.0,large
The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,eng,772.0,large
The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,en-US,653.0,large
The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,en-US,464.0,large
The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,en-US,816.0,large
The History,Herodotus/Peter Grene,en-US,710.0,large
The Iliad,Homer/Robert Fagles/Bernard Knox,eng,683.0,large
Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,en-US,574.0,large
The Iliad,Homer/Robert Fitzgerald/Andrew Ford,en-US,588.0,large
The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,eng,1556.0,large
The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,eng,462.0,large
The Iliad,Homer/W.H.D. Rouse,en-US,312.0,medium
The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,en-US,216.0,medium
The Odyssey,Homer/Robert Fagles/Bernard Knox,eng,541.0,large
The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,eng,515.0,large
The Odyssey,Homer/Richmond Lattimore,eng,374.0,medium
The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,eng,324.0,medium
The Odyssey,Homer/W.H.D. Rouse,eng,304.0,medium
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,eng,161.0,short
Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,mul,607.0,large
City Eclogue,Ed Roberson,eng,136.0,short
The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,eng,180.0,short
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,eng,272.0,medium
The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,eng,1808.0,large
The Complete Works,William Shakespeare,eng,1248.0,large
Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,eng,289.0,medium
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,eng,137.0,short
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,en-US,272.0,medium
The Valkyries,Paulo Coelho/Alan R. Clarke,en-US,212.0,medium
Warrior of the Light,Paulo Coelho,en-US,142.0,short
The Zahir,Paulo Coelho/Margaret Jull Costa,eng,336.0,medium
By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,eng,208.0,medium
The Fifth Mountain,Paulo Coelho/Clifford E. Landers,en-US,256.0,medium
Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,eng,210.0,medium
Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,eng,148.0,short
Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,en-US,129.0,short
Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,eng,240.0,medium
Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,eng,450.0,large
History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,mul,496.0,large
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,eng,172.0,short
History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,mul,400.0,medium
The Peloponnesian War,Thucydides/Steven Lattimore,eng,530.0,large
The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,eng,554.0,large
History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,eng,480.0,large
Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,eng,34.0,short
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,eng,221.0,medium
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,eng,228.0,medium
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,eng,307.0,medium
Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,eng,312.0,medium
Ten Plays,Euripides/Moses Hadas/John Maclean,en-US,432.0,large
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,eng,255.0,medium
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,eng,264.0,medium
Medea and Other Plays,Euripides/John Davie/Richard Rutherford,eng,206.0,medium
Cyclops / Alcestis / Medea,Euripides/David Kovacs,mul,432.0,large
Medea,Euripides/Donald J. Mastronarde,grc,431.0,large
The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,eng,360.0,medium
Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,eng,160.0,short
Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,eng,192.0,short
The Trojan Women and Hippolytus,Euripides,eng,64.0,short
The Bacchae of Euripides: A Communion Rite,Wole Soyinka,eng,128.0,short
Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,eng,282.0,medium
Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,mul,528.0,large
Alcestis,Euripides/William Arrowsmith,eng,142.0,short
Suppliant Women / Electra / Heracles,Euripides/David Kovacs,mul,464.0,large
Medea,Euripides/Georgia Ann Machemer/Michael   Collier,eng,116.0,short
Euripides: Medea,William Allan,eng,160.0,short
CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,eng,69.0,short
Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,mul,528.0,large
Helen / Phoenician Women / Orestes,Euripides/David Kovacs,mul,605.0,large
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,eng,144.0,short
The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,eng,672.0,large
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,en-US,171.0,short
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,eng,188.0,short
The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,eng,304.0,medium
The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,eng,335.0,medium
Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,eng,224.0,medium
Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,eng,160.0,short
The Oresteia,Aeschylus/Ted Hughes,en-US,208.0,medium
Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,eng,178.0,short
The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,eng,358.0,medium
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,eng,95.0,short
The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,eng,127.0,short
Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,en-GB,232.0,medium
The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,eng,151.0,short
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,eng,208.0,medium
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,eng,254.0,medium
The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,eng,288.0,medium
The Complete Plays,Sophocles/Paul Roche,eng,420.0,large
The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,eng,259.0,medium
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,eng,430.0,large
Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,en-US,304.0,medium
The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,en-US,223.0,medium
Electra and Other Plays,Sophocles/E.F. Watling,eng,218.0,medium
Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,eng,178.0,short
Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,eng,75.0,short
The Oedipus Plays of Sophocles,Sophocles/Paul Roche,eng,390.0,medium
Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,grc,214.0,medium
Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,eng,144.0,short
Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,eng,624.0,large
Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,eng,256.0,medium
The Complete Plays,Aristophanes/Moses Hadas,eng,577.0,large
Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,eng,336.0,medium
Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,eng,480.0,large
Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,en-US,241.0,medium
Acharnians,Aristophanes/Jeffrey Henderson,eng,96.0,short
Clouds,Aristophanes/Kenneth James Dover,eng,254.0,medium
Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,grc,624.0,large
Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes/David B. Barrett,eng,224.0,medium
Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes/Dudley Fitts,eng,400.0,medium
Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,grc,608.0,large
Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,eng,80.0,short
Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,eng,376.0,medium
Lysistrata,Aristophanes/Douglass Parker,eng,98.0,short
Peace,Aristophanes/S. Douglas Olson,eng,408.0,large
Lysistrata,Aristophanes/Sarah Ruden,eng,132.0,short
The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,en-US,335.0,medium
Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,en-GB,238.0,medium
The Curious Incident of the Dog in the Night-Time,Mark Haddon,eng,226.0,medium
The Night Gardener,George Pelecanos,eng,372.0,medium
Twelfth Night,William Shakespeare,eng,272.0,medium
Brokeback Mountain,Annie Proulx,eng,55.0,short
Getting Things Done: The Art of Stress-Free Productivity,David    Allen,en-GB,267.0,medium
Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,eng,176.0,short
Formas breves,Ricardo Piglia,spa,144.0,short
El último lector,Ricardo Piglia,spa,209.0,medium
Money to Burn,Ricardo Piglia/Amanda Hopkinson,eng,209.0,medium
Respiración artificial,Ricardo Piglia,spa,218.0,medium
Plata quemada,Ricardo Piglia,spa,227.0,medium
American Government: Continuity and Change  Alternate Edition,Karen  O'Connor/Larry J. Sabato,eng,664.0,large
Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,eng,854.0,large
El túnel,Ernesto Sabato,spa,159.0,short
The Confessions (Works of Saint Augustine 1),Augustine of Hippo/John E. Rotelle/Maria Boulding,eng,416.0,large
The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,eng,905.0,large
The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo/Bruce Harbert/John E. Rotelle,eng,144.0,short
Augustine of Hippo: A Biography,Peter R.L. Brown,en-US,576.0,large
On Christian Doctrine,Augustine of Hippo/D.W. Robertson Jr.,eng,191.0,short
Confessions  Books 1-13,Augustine of Hippo/Peter R.L. Brown/Frank Sheed,eng,296.0,medium
Saint Augustine,Garry Wills,eng,176.0,short
Augustine: A Very Short Introduction,Henry Chadwick,eng,144.0,short
On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo/Boniface Ramsey/Edmund Hill,eng,540.0,large
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,eng,302.0,medium
Confesiones de un chef,Anthony Bourdain,spa,478.0,large
The Metamorphoses of Ovid,Ovid/Allen Mandelbaum,eng,559.0,large
Metamorphoses,Ovid/David Raeburn/Denis Feeney,eng,723.0,large
Metamorphoses,Ovid/Bernard Knox/Charles    Martin,eng,624.0,large
Ovid's Metamorphoses: Books 1-5,Ovid/William Scovil Anderson,eng,584.0,large
Ovid’s Metamorphoses: Books 6-10,Ovid/William Scovil Anderson,eng,560.0,large
Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,en-US,524.0,large
The Art of Love and Other Poems,Ovid/J.H. Mozley/G.P. Goold,eng,400.0,medium
The Poems of Exile: Tristia and the Black Sea Letters,Ovid/Peter Green,eng,451.0,large
Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,eng,499.0,large
Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,eng,496.0,large
Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,eng,152.0,short
Tibullus: A Commentary,Michael C.J. Putnam,eng,222.0,medium
Dionysiac Poetics and Euripides' Bacchae,Charles Segal,eng,440.0,large
Antigone,Sophocles/Reginald Gibbons/Charles Segal,eng,197.0,short
Antigone,Sophocles/Reginald Gibbons/Charles Segal,eng,208.0,medium
Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,eng,640.0,large
The Iliad,Homer/Robert Fitzgerald,eng,594.0,large
Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,eng,345.0,medium
Reading Greek Tragedy,Simon Goldhill,eng,302.0,medium
Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,eng,334.0,medium
Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,eng,212.0,medium
2012: The Return of Quetzalcoatl,Daniel Pinchbeck,en-US,408.0,large
Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,en-US,336.0,medium
